0.022 0.00298223   -11.5332    0.44513    3.64532     1.4986    1.10861   0.499617
1.058 -nan -nan -nan -nan -nan -nan  nan
1.06 -nan -nan -nan -nan -nan -nan  nan
1.062 -nan -nan -nan -nan -nan -nan  nan
1.064 -nan -nan -nan -nan -nan -nan  nan
1.066 -nan -nan -nan -nan -nan -nan  nan
1.068 -nan -nan -nan -nan -nan -nan  nan
1.07 -nan -nan -nan -nan -nan -nan  nan
1.072 -nan -nan -nan -nan -nan -nan  nan
1.074 -nan -nan -nan -nan -nan -nan  nan
1.076 -nan -nan -nan -nan -nan -nan  nan
1.078 -nan -nan -nan -nan -nan -nan  nan
1.08 -nan -nan -nan -nan -nan -nan  nan
1.082 -nan -nan -nan -nan -nan -nan  nan
1.084 -nan -nan -nan -nan -nan -nan  nan
1.086 -nan -nan -nan -nan -nan -nan  nan
1.088 -nan -nan -nan -nan -nan -nan  nan
1.09 -nan -nan -nan -nan -nan -nan  nan
1.092 -nan -nan -nan -nan -nan -nan  nan
1.094 -nan -nan -nan -nan -nan -nan  nan
1.096 -nan -nan -nan -nan -nan -nan  nan
1.098 -nan -nan -nan -nan -nan -nan  nan
1.1 -nan -nan -nan -nan -nan -nan  nan
1.102 -nan -nan -nan -nan -nan -nan  nan
1.104 -nan -nan -nan -nan -nan -nan  nan
1.106 -nan -nan -nan -nan -nan -nan  nan
1.108 -nan -nan -nan -nan -nan -nan  nan
1.11 -nan -nan -nan -nan -nan -nan  nan
1.112 -nan -nan -nan -nan -nan -nan  nan
1.114 -nan -nan -nan -nan -nan -nan  nan
1.116 -nan -nan -nan -nan -nan -nan  nan
1.118 -nan -nan -nan -nan -nan -nan  nan
1.12 -nan -nan -nan -nan -nan -nan  nan
1.122 -nan -nan -nan -nan -nan -nan  nan
1.124 -nan -nan -nan -nan -nan -nan  nan
1.126 -nan -nan -nan -nan -nan -nan  nan
1.128 -nan -nan -nan -nan -nan -nan  nan
1.13 -nan -nan -nan -nan -nan -nan  nan
1.132 -nan -nan -nan -nan -nan -nan  nan
1.134 -nan -nan -nan -nan -nan -nan  nan
1.136 -nan -nan -nan -nan -nan -nan  nan
1.138 -nan -nan -nan -nan -nan -nan  nan
1.14 -nan -nan -nan -nan -nan -nan  nan
1.142 -nan -nan -nan -nan -nan -nan  nan
1.144 -nan -nan -nan -nan -nan -nan  nan
1.146 -nan -nan -nan -nan -nan -nan  nan
1.149 -nan -nan -nan -nan -nan -nan  nan
1.15 -nan -nan -nan -nan -nan -nan  nan
1.152 -nan -nan -nan -nan -nan -nan  nan
1.154 -nan -nan -nan -nan -nan -nan  nan
1.156 -nan -nan -nan -nan -nan -nan  nan
1.158 -nan -nan -nan -nan -nan -nan  nan
1.16 -nan -nan -nan -nan -nan -nan  nan
1.162 -nan -nan -nan -nan -nan -nan  nan
1.164 -nan -nan -nan -nan -nan -nan  nan
1.166 -nan -nan -nan -nan -nan -nan  nan
1.168 -nan -nan -nan -nan -nan -nan  nan
1.17 -nan -nan -nan -nan -nan -nan  nan
1.172 -nan -nan -nan -nan -nan -nan  nan
1.174 -nan -nan -nan -nan -nan -nan  nan
1.176 -nan -nan -nan -nan -nan -nan  nan
1.178 -nan -nan -nan -nan -nan -nan  nan
1.18 -nan -nan -nan -nan -nan -nan  nan
1.182 -nan -nan -nan -nan -nan -nan  nan
1.184 -nan -nan -nan -nan -nan -nan  nan
1.186 -nan -nan -nan -nan -nan -nan  nan
1.188 -nan -nan -nan -nan -nan -nan  nan
1.19 -nan -nan -nan -nan -nan -nan  nan
1.192 -nan -nan -nan -nan -nan -nan  nan
1.194 -nan -nan -nan -nan -nan -nan  nan
1.196 -nan -nan -nan -nan -nan -nan  nan
1.198 -nan -nan -nan -nan -nan -nan  nan
1.2 -nan -nan -nan -nan -nan -nan  nan
1.202 -nan -nan -nan -nan -nan -nan  nan
1.204 -nan -nan -nan -nan -nan -nan  nan
1.207 -nan -nan -nan -nan -nan -nan  nan
1.208 -nan -nan -nan -nan -nan -nan  nan
1.21 -nan -nan -nan -nan -nan -nan  nan
1.212 -nan -nan -nan -nan -nan -nan  nan
1.214 -nan -nan -nan -nan -nan -nan  nan
1.216 -nan -nan -nan -nan -nan -nan  nan
1.218 -nan -nan -nan -nan -nan -nan  nan
1.22 -nan -nan -nan -nan -nan -nan  nan
1.222 -nan -nan -nan -nan -nan -nan  nan
1.224 -nan -nan -nan -nan -nan -nan  nan
1.226 -nan -nan -nan -nan -nan -nan  nan
1.228 -nan -nan -nan -nan -nan -nan  nan
1.23 -nan -nan -nan -nan -nan -nan  nan
1.232 -nan -nan -nan -nan -nan -nan  nan
1.234 -nan -nan -nan -nan -nan -nan  nan
1.236 -nan -nan -nan -nan -nan -nan  nan
1.238 -nan -nan -nan -nan -nan -nan  nan
1.24 -nan -nan -nan -nan -nan -nan  nan
1.242 -nan -nan -nan -nan -nan -nan  nan
1.244 -nan -nan -nan -nan -nan -nan  nan
1.247 -nan -nan -nan -nan -nan -nan  nan
1.248 -nan -nan -nan -nan -nan -nan  nan
1.25 -nan -nan -nan -nan -nan -nan  nan
1.252 -nan -nan -nan -nan -nan -nan  nan
1.254 -nan -nan -nan -nan -nan -nan  nan
1.256 -nan -nan -nan -nan -nan -nan  nan
1.258 -nan -nan -nan -nan -nan -nan  nan
1.26 -nan -nan -nan -nan -nan -nan  nan
1.262 -nan -nan -nan -nan -nan -nan  nan
1.264 -nan -nan -nan -nan -nan -nan  nan
1.266 -nan -nan -nan -nan -nan -nan  nan
1.268 -nan -nan -nan -nan -nan -nan  nan
1.27 -nan -nan -nan -nan -nan -nan  nan
1.272 -nan -nan -nan -nan -nan -nan  nan
1.274 -nan -nan -nan -nan -nan -nan  nan
1.276 -nan -nan -nan -nan -nan -nan  nan
1.278 -nan -nan -nan -nan -nan -nan  nan
1.28 -nan -nan -nan -nan -nan -nan  nan
1.282 -nan -nan -nan -nan -nan -nan  nan
1.284 -nan -nan -nan -nan -nan -nan  nan
1.286 -nan -nan -nan -nan -nan -nan  nan
1.288 -nan -nan -nan -nan -nan -nan  nan
1.29 -nan -nan -nan -nan -nan -nan  nan
1.292 -nan -nan -nan -nan -nan -nan  nan
1.294 -nan -nan -nan -nan -nan -nan  nan
1.296 -nan -nan -nan -nan -nan -nan  nan
1.298 -nan -nan -nan -nan -nan -nan  nan
1.3 -nan -nan -nan -nan -nan -nan  nan
1.302 -nan -nan -nan -nan -nan -nan  nan
1.304 -nan -nan -nan -nan -nan -nan  nan
1.306 -nan -nan -nan -nan -nan -nan  nan
1.308 -nan -nan -nan -nan -nan -nan  nan
1.31 -nan -nan -nan -nan -nan -nan  nan
1.312 -nan -nan -nan -nan -nan -nan  nan
1.314 -nan -nan -nan -nan -nan -nan  nan
1.316 -nan -nan -nan -nan -nan -nan  nan
1.318 -nan -nan -nan -nan -nan -nan  nan
1.32 -nan -nan -nan -nan -nan -nan  nan
1.322 -nan -nan -nan -nan -nan -nan  nan
1.324 -nan -nan -nan -nan -nan -nan  nan
1.326 -nan -nan -nan -nan -nan -nan  nan
1.328 -nan -nan -nan -nan -nan -nan  nan
1.33 -nan -nan -nan -nan -nan -nan  nan
1.332 -nan -nan -nan -nan -nan -nan  nan
1.334 -nan -nan -nan -nan -nan -nan  nan
1.336 -nan -nan -nan -nan -nan -nan  nan
1.338 -nan -nan -nan -nan -nan -nan  nan
1.34 -nan -nan -nan -nan -nan -nan  nan
1.342 -nan -nan -nan -nan -nan -nan  nan
1.344 -nan -nan -nan -nan -nan -nan  nan
1.346 -nan -nan -nan -nan -nan -nan  nan
1.348 -nan -nan -nan -nan -nan -nan  nan
1.35 -nan -nan -nan -nan -nan -nan  nan
1.352 -nan -nan -nan -nan -nan -nan  nan
1.354 -nan -nan -nan -nan -nan -nan  nan
1.356 -nan -nan -nan -nan -nan -nan  nan
1.358 -nan -nan -nan -nan -nan -nan  nan
1.36 -nan -nan -nan -nan -nan -nan  nan
1.362 -nan -nan -nan -nan -nan -nan  nan
1.364 -nan -nan -nan -nan -nan -nan  nan
1.366 -nan -nan -nan -nan -nan -nan  nan
1.368 -nan -nan -nan -nan -nan -nan  nan
1.37 -nan -nan -nan -nan -nan -nan  nan
1.372 -nan -nan -nan -nan -nan -nan  nan
1.375 -nan -nan -nan -nan -nan -nan  nan
1.376 -nan -nan -nan -nan -nan -nan  nan
1.378 -nan -nan -nan -nan -nan -nan  nan
1.38 -nan -nan -nan -nan -nan -nan  nan
1.382 -nan -nan -nan -nan -nan -nan  nan
1.384 -nan -nan -nan -nan -nan -nan  nan
1.386 -nan -nan -nan -nan -nan -nan  nan
1.388 -nan -nan -nan -nan -nan -nan  nan
1.39 -nan -nan -nan -nan -nan -nan  nan
1.392 -nan -nan -nan -nan -nan -nan  nan
1.394 -nan -nan -nan -nan -nan -nan  nan
1.396 -nan -nan -nan -nan -nan -nan  nan
1.398 -nan -nan -nan -nan -nan -nan  nan
1.4 -nan -nan -nan -nan -nan -nan  nan
1.402 -nan -nan -nan -nan -nan -nan  nan
1.404 -nan -nan -nan -nan -nan -nan  nan
1.406 -nan -nan -nan -nan -nan -nan  nan
1.408 -nan -nan -nan -nan -nan -nan  nan
1.41 -nan -nan -nan -nan -nan -nan  nan
1.412 -nan -nan -nan -nan -nan -nan  nan
1.414 -nan -nan -nan -nan -nan -nan  nan
1.416 -nan -nan -nan -nan -nan -nan  nan
1.418 -nan -nan -nan -nan -nan -nan  nan
1.42 -nan -nan -nan -nan -nan -nan  nan
1.422 -nan -nan -nan -nan -nan -nan  nan
1.424 -nan -nan -nan -nan -nan -nan  nan
1.426 -nan -nan -nan -nan -nan -nan  nan
1.428 -nan -nan -nan -nan -nan -nan  nan
1.43 -nan -nan -nan -nan -nan -nan  nan
1.432 -nan -nan -nan -nan -nan -nan  nan
1.434 -nan -nan -nan -nan -nan -nan  nan
1.436 -nan -nan -nan -nan -nan -nan  nan
1.438 -nan -nan -nan -nan -nan -nan  nan
1.44 -nan -nan -nan -nan -nan -nan  nan
1.442 -nan -nan -nan -nan -nan -nan  nan
1.444 -nan -nan -nan -nan -nan -nan  nan
1.446 -nan -nan -nan -nan -nan -nan  nan
1.448 -nan -nan -nan -nan -nan -nan  nan
1.45 -nan -nan -nan -nan -nan -nan  nan
1.452 -nan -nan -nan -nan -nan -nan  nan
1.454 -nan -nan -nan -nan -nan -nan  nan
1.456 -nan -nan -nan -nan -nan -nan  nan
1.458 -nan -nan -nan -nan -nan -nan  nan
1.46 -nan -nan -nan -nan -nan -nan  nan
1.462 -nan -nan -nan -nan -nan -nan  nan
1.464 -nan -nan -nan -nan -nan -nan  nan
1.466 -nan -nan -nan -nan -nan -nan  nan
1.468 -nan -nan -nan -nan -nan -nan  nan
1.47 -nan -nan -nan -nan -nan -nan  nan
1.472 -nan -nan -nan -nan -nan -nan  nan
1.474 -nan -nan -nan -nan -nan -nan  nan
1.476 -nan -nan -nan -nan -nan -nan  nan
1.478 -nan -nan -nan -nan -nan -nan  nan
1.48 -nan -nan -nan -nan -nan -nan  nan
1.482 -nan -nan -nan -nan -nan -nan  nan
1.484 -nan -nan -nan -nan -nan -nan  nan
1.486 -nan -nan -nan -nan -nan -nan  nan
1.488 -nan -nan -nan -nan -nan -nan  nan
1.49 -nan -nan -nan -nan -nan -nan  nan
1.492 -nan -nan -nan -nan -nan -nan  nan
1.495 -nan -nan -nan -nan -nan -nan  nan
1.496 -nan -nan -nan -nan -nan -nan  nan
1.498 -nan -nan -nan -nan -nan -nan  nan
1.5 -nan -nan -nan -nan -nan -nan  nan
1.502 -nan -nan -nan -nan -nan -nan  nan
1.504 -nan -nan -nan -nan -nan -nan  nan
1.506 -nan -nan -nan -nan -nan -nan  nan
1.508 -nan -nan -nan -nan -nan -nan  nan
1.51 -nan -nan -nan -nan -nan -nan  nan
1.512 -nan -nan -nan -nan -nan -nan  nan
1.514 -nan -nan -nan -nan -nan -nan  nan
1.516 -nan -nan -nan -nan -nan -nan  nan
1.518 -nan -nan -nan -nan -nan -nan  nan
1.52 -nan -nan -nan -nan -nan -nan  nan
1.522 -nan -nan -nan -nan -nan -nan  nan
1.524 -nan -nan -nan -nan -nan -nan  nan
1.526 -nan -nan -nan -nan -nan -nan  nan
1.528 -nan -nan -nan -nan -nan -nan  nan
1.53 -nan -nan -nan -nan -nan -nan  nan
1.532 -nan -nan -nan -nan -nan -nan  nan
1.534 -nan -nan -nan -nan -nan -nan  nan
1.536 -nan -nan -nan -nan -nan -nan  nan
1.538 -nan -nan -nan -nan -nan -nan  nan
1.54 -nan -nan -nan -nan -nan -nan  nan
1.542 -nan -nan -nan -nan -nan -nan  nan
1.544 -nan -nan -nan -nan -nan -nan  nan
1.547 -nan -nan -nan -nan -nan -nan  nan
1.548 -nan -nan -nan -nan -nan -nan  nan
1.55 -nan -nan -nan -nan -nan -nan  nan
1.552 -nan -nan -nan -nan -nan -nan  nan
1.554 -nan -nan -nan -nan -nan -nan  nan
1.556 -nan -nan -nan -nan -nan -nan  nan
1.558 -nan -nan -nan -nan -nan -nan  nan
1.56 -nan -nan -nan -nan -nan -nan  nan
1.562 -nan -nan -nan -nan -nan -nan  nan
1.564 -nan -nan -nan -nan -nan -nan  nan
1.566 -nan -nan -nan -nan -nan -nan  nan
1.568 -nan -nan -nan -nan -nan -nan  nan
1.57 -nan -nan -nan -nan -nan -nan  nan
1.572 -nan -nan -nan -nan -nan -nan  nan
1.574 -nan -nan -nan -nan -nan -nan  nan
1.576 -nan -nan -nan -nan -nan -nan  nan
1.578 -nan -nan -nan -nan -nan -nan  nan
1.58 -nan -nan -nan -nan -nan -nan  nan
1.582 -nan -nan -nan -nan -nan -nan  nan
1.584 -nan -nan -nan -nan -nan -nan  nan
1.586 -nan -nan -nan -nan -nan -nan  nan
1.589 -nan -nan -nan -nan -nan -nan  nan
1.59 -nan -nan -nan -nan -nan -nan  nan
1.592 -nan -nan -nan -nan -nan -nan  nan
1.594 -nan -nan -nan -nan -nan -nan  nan
1.596 -nan -nan -nan -nan -nan -nan  nan
1.598 -nan -nan -nan -nan -nan -nan  nan
1.6 -nan -nan -nan -nan -nan -nan  nan
1.602 -nan -nan -nan -nan -nan -nan  nan
1.604 -nan -nan -nan -nan -nan -nan  nan
1.606 -nan -nan -nan -nan -nan -nan  nan
1.608 -nan -nan -nan -nan -nan -nan  nan
1.61 -nan -nan -nan -nan -nan -nan  nan
1.612 -nan -nan -nan -nan -nan -nan  nan
1.614 -nan -nan -nan -nan -nan -nan  nan
1.616 -nan -nan -nan -nan -nan -nan  nan
1.618 -nan -nan -nan -nan -nan -nan  nan
1.62 -nan -nan -nan -nan -nan -nan  nan
1.622 -nan -nan -nan -nan -nan -nan  nan
1.624 -nan -nan -nan -nan -nan -nan  nan
1.626 -nan -nan -nan -nan -nan -nan  nan
1.628 -nan -nan -nan -nan -nan -nan  nan
1.63 -nan -nan -nan -nan -nan -nan  nan
1.632 -nan -nan -nan -nan -nan -nan  nan
1.634 -nan -nan -nan -nan -nan -nan  nan
1.636 -nan -nan -nan -nan -nan -nan  nan
1.638 -nan -nan -nan -nan -nan -nan  nan
1.64 -nan -nan -nan -nan -nan -nan  nan
1.642 -nan -nan -nan -nan -nan -nan  nan
1.644 -nan -nan -nan -nan -nan -nan  nan
1.646 -nan -nan -nan -nan -nan -nan  nan
1.648 -nan -nan -nan -nan -nan -nan  nan
1.65 -nan -nan -nan -nan -nan -nan  nan
1.652 -nan -nan -nan -nan -nan -nan  nan
1.654 -nan -nan -nan -nan -nan -nan  nan
1.656 -nan -nan -nan -nan -nan -nan  nan
1.658 -nan -nan -nan -nan -nan -nan  nan
1.66 -nan -nan -nan -nan -nan -nan  nan
1.662 -nan -nan -nan -nan -nan -nan  nan
1.664 -nan -nan -nan -nan -nan -nan  nan
1.666 -nan -nan -nan -nan -nan -nan  nan
1.668 -nan -nan -nan -nan -nan -nan  nan
1.67 -nan -nan -nan -nan -nan -nan  nan
1.672 -nan -nan -nan -nan -nan -nan  nan
1.674 -nan -nan -nan -nan -nan -nan  nan
1.676 -nan -nan -nan -nan -nan -nan  nan
1.678 -nan -nan -nan -nan -nan -nan  nan
1.68 -nan -nan -nan -nan -nan -nan  nan
1.682 -nan -nan -nan -nan -nan -nan  nan
1.684 -nan -nan -nan -nan -nan -nan  nan
1.686 -nan -nan -nan -nan -nan -nan  nan
1.688 -nan -nan -nan -nan -nan -nan  nan
1.69 -nan -nan -nan -nan -nan -nan  nan
1.692 -nan -nan -nan -nan -nan -nan  nan
1.694 -nan -nan -nan -nan -nan -nan  nan
1.696 -nan -nan -nan -nan -nan -nan  nan
1.698 -nan -nan -nan -nan -nan -nan  nan
1.7 -nan -nan -nan -nan -nan -nan  nan
1.702 -nan -nan -nan -nan -nan -nan  nan
1.704 -nan -nan -nan -nan -nan -nan  nan
1.706 -nan -nan -nan -nan -nan -nan  nan
1.708 -nan -nan -nan -nan -nan -nan  nan
1.71 -nan -nan -nan -nan -nan -nan  nan
1.712 -nan -nan -nan -nan -nan -nan  nan
1.714 -nan -nan -nan -nan -nan -nan  nan
1.716 -nan -nan -nan -nan -nan -nan  nan
1.718 -nan -nan -nan -nan -nan -nan  nan
1.72 -nan -nan -nan -nan -nan -nan  nan
1.722 -nan -nan -nan -nan -nan -nan  nan
1.724 -nan -nan -nan -nan -nan -nan  nan
1.726 -nan -nan -nan -nan -nan -nan  nan
1.728 -nan -nan -nan -nan -nan -nan  nan
1.73 -nan -nan -nan -nan -nan -nan  nan
1.732 -nan -nan -nan -nan -nan -nan  nan
1.734 -nan -nan -nan -nan -nan -nan  nan
1.736 -nan -nan -nan -nan -nan -nan  nan
1.738 -nan -nan -nan -nan -nan -nan  nan
1.74 -nan -nan -nan -nan -nan -nan  nan
1.742 -nan -nan -nan -nan -nan -nan  nan
1.744 -nan -nan -nan -nan -nan -nan  nan
1.746 -nan -nan -nan -nan -nan -nan  nan
1.748 -nan -nan -nan -nan -nan -nan  nan
1.75 -nan -nan -nan -nan -nan -nan  nan
1.752 -nan -nan -nan -nan -nan -nan  nan
1.754 -nan -nan -nan -nan -nan -nan  nan
1.756 -nan -nan -nan -nan -nan -nan  nan
1.758 -nan -nan -nan -nan -nan -nan  nan
1.76 -nan -nan -nan -nan -nan -nan  nan
1.762 -nan -nan -nan -nan -nan -nan  nan
1.764 -nan -nan -nan -nan -nan -nan  nan
1.766 -nan -nan -nan -nan -nan -nan  nan
1.768 -nan -nan -nan -nan -nan -nan  nan
1.77 -nan -nan -nan -nan -nan -nan  nan
1.772 -nan -nan -nan -nan -nan -nan  nan
1.774 -nan -nan -nan -nan -nan -nan  nan
1.776 -nan -nan -nan -nan -nan -nan  nan
1.778 -nan -nan -nan -nan -nan -nan  nan
1.78 -nan -nan -nan -nan -nan -nan  nan
1.782 -nan -nan -nan -nan -nan -nan  nan
1.784 -nan -nan -nan -nan -nan -nan  nan
1.786 -nan -nan -nan -nan -nan -nan  nan
1.788 -nan -nan -nan -nan -nan -nan  nan
1.79 -nan -nan -nan -nan -nan -nan  nan
1.792 -nan -nan -nan -nan -nan -nan  nan
1.794 -nan -nan -nan -nan -nan -nan  nan
1.796 -nan -nan -nan -nan -nan -nan  nan
1.798 -nan -nan -nan -nan -nan -nan  nan
1.8 -nan -nan -nan -nan -nan -nan  nan
1.802 -nan -nan -nan -nan -nan -nan  nan
1.804 -nan -nan -nan -nan -nan -nan  nan
1.806 -nan -nan -nan -nan -nan -nan  nan
1.808 -nan -nan -nan -nan -nan -nan  nan
1.81 -nan -nan -nan -nan -nan -nan  nan
1.812 -nan -nan -nan -nan -nan -nan  nan
1.814 -nan -nan -nan -nan -nan -nan  nan
1.816 -nan -nan -nan -nan -nan -nan  nan
1.818 -nan -nan -nan -nan -nan -nan  nan
1.82 -nan -nan -nan -nan -nan -nan  nan
1.822 -nan -nan -nan -nan -nan -nan  nan
1.824 -nan -nan -nan -nan -nan -nan  nan
1.826 -nan -nan -nan -nan -nan -nan  nan
1.828 -nan -nan -nan -nan -nan -nan  nan
1.83 -nan -nan -nan -nan -nan -nan  nan
1.832 -nan -nan -nan -nan -nan -nan  nan
1.834 -nan -nan -nan -nan -nan -nan  nan
1.836 -nan -nan -nan -nan -nan -nan  nan
1.838 -nan -nan -nan -nan -nan -nan  nan
1.84 -nan -nan -nan -nan -nan -nan  nan
1.842 -nan -nan -nan -nan -nan -nan  nan
1.844 -nan -nan -nan -nan -nan -nan  nan
1.846 -nan -nan -nan -nan -nan -nan  nan
1.848 -nan -nan -nan -nan -nan -nan  nan
1.85 -nan -nan -nan -nan -nan -nan  nan
1.852 -nan -nan -nan -nan -nan -nan  nan
1.854 -nan -nan -nan -nan -nan -nan  nan
1.856 -nan -nan -nan -nan -nan -nan  nan
1.858 -nan -nan -nan -nan -nan -nan  nan
1.86 -nan -nan -nan -nan -nan -nan  nan
1.862 -nan -nan -nan -nan -nan -nan  nan
1.864 -nan -nan -nan -nan -nan -nan  nan
1.866 -nan -nan -nan -nan -nan -nan  nan
1.868 -nan -nan -nan -nan -nan -nan  nan
1.87 -nan -nan -nan -nan -nan -nan  nan
1.872 -nan -nan -nan -nan -nan -nan  nan
1.874 -nan -nan -nan -nan -nan -nan  nan
1.876 -nan -nan -nan -nan -nan -nan  nan
1.878 -nan -nan -nan -nan -nan -nan  nan
1.88 -nan -nan -nan -nan -nan -nan  nan
1.882 -nan -nan -nan -nan -nan -nan  nan
1.884 -nan -nan -nan -nan -nan -nan  nan
1.886 -nan -nan -nan -nan -nan -nan  nan
1.888 -nan -nan -nan -nan -nan -nan  nan
1.89 -nan -nan -nan -nan -nan -nan  nan
1.892 -nan -nan -nan -nan -nan -nan  nan
1.894 -nan -nan -nan -nan -nan -nan  nan
1.896 -nan -nan -nan -nan -nan -nan  nan
1.898 -nan -nan -nan -nan -nan -nan  nan
1.9 -nan -nan -nan -nan -nan -nan  nan
1.902 -nan -nan -nan -nan -nan -nan  nan
1.904 -nan -nan -nan -nan -nan -nan  nan
1.906 -nan -nan -nan -nan -nan -nan  nan
1.908 -nan -nan -nan -nan -nan -nan  nan
1.91 -nan -nan -nan -nan -nan -nan  nan
1.912 -nan -nan -nan -nan -nan -nan  nan
1.914 -nan -nan -nan -nan -nan -nan  nan
1.916 -nan -nan -nan -nan -nan -nan  nan
1.918 -nan -nan -nan -nan -nan -nan  nan
1.92 -nan -nan -nan -nan -nan -nan  nan
1.922 -nan -nan -nan -nan -nan -nan  nan
1.924 -nan -nan -nan -nan -nan -nan  nan
1.926 -nan -nan -nan -nan -nan -nan  nan
1.928 -nan -nan -nan -nan -nan -nan  nan
1.93 -nan -nan -nan -nan -nan -nan  nan
1.932 -nan -nan -nan -nan -nan -nan  nan
1.934 -nan -nan -nan -nan -nan -nan  nan
1.936 -nan -nan -nan -nan -nan -nan  nan
1.938 -nan -nan -nan -nan -nan -nan  nan
1.94 -nan -nan -nan -nan -nan -nan  nan
1.942 -nan -nan -nan -nan -nan -nan  nan
1.944 -nan -nan -nan -nan -nan -nan  nan
1.946 -nan -nan -nan -nan -nan -nan  nan
1.948 -nan -nan -nan -nan -nan -nan  nan
1.95 -nan -nan -nan -nan -nan -nan  nan
1.952 -nan -nan -nan -nan -nan -nan  nan
1.954 -nan -nan -nan -nan -nan -nan  nan
1.956 -nan -nan -nan -nan -nan -nan  nan
1.958 -nan -nan -nan -nan -nan -nan  nan
1.96 -nan -nan -nan -nan -nan -nan  nan
1.962 -nan -nan -nan -nan -nan -nan  nan
1.964 -nan -nan -nan -nan -nan -nan  nan
1.966 -nan -nan -nan -nan -nan -nan  nan
1.968 -nan -nan -nan -nan -nan -nan  nan
1.97 -nan -nan -nan -nan -nan -nan  nan
1.972 -nan -nan -nan -nan -nan -nan  nan
1.974 -nan -nan -nan -nan -nan -nan  nan
1.976 -nan -nan -nan -nan -nan -nan  nan
1.978 -nan -nan -nan -nan -nan -nan  nan
1.98 -nan -nan -nan -nan -nan -nan  nan
1.982 -nan -nan -nan -nan -nan -nan  nan
1.984 -nan -nan -nan -nan -nan -nan  nan
1.986 -nan -nan -nan -nan -nan -nan  nan
1.988 -nan -nan -nan -nan -nan -nan  nan
1.99 -nan -nan -nan -nan -nan -nan  nan
1.992 -nan -nan -nan -nan -nan -nan  nan
1.994 -nan -nan -nan -nan -nan -nan  nan
1.996 -nan -nan -nan -nan -nan -nan  nan
1.998 -nan -nan -nan -nan -nan -nan  nan
2 -nan -nan -nan -nan -nan -nan  nan
2.002 -nan -nan -nan -nan -nan -nan  nan
2.004 -nan -nan -nan -nan -nan -nan  nan
2.006 -nan -nan -nan -nan -nan -nan  nan
2.008 -nan -nan -nan -nan -nan -nan  nan
2.01 -nan -nan -nan -nan -nan -nan  nan
2.012 -nan -nan -nan -nan -nan -nan  nan
2.014 -nan -nan -nan -nan -nan -nan  nan
2.016 -nan -nan -nan -nan -nan -nan  nan
2.018 -nan -nan -nan -nan -nan -nan  nan
2.02 -nan -nan -nan -nan -nan -nan  nan
2.022 -nan -nan -nan -nan -nan -nan  nan
2.024 -nan -nan -nan -nan -nan -nan  nan
2.026 -nan -nan -nan -nan -nan -nan  nan
2.028 -nan -nan -nan -nan -nan -nan  nan
2.03 -nan -nan -nan -nan -nan -nan  nan
2.032 -nan -nan -nan -nan -nan -nan  nan
2.034 -nan -nan -nan -nan -nan -nan  nan
2.036 -nan -nan -nan -nan -nan -nan  nan
2.038 -nan -nan -nan -nan -nan -nan  nan
2.04 -nan -nan -nan -nan -nan -nan  nan
2.042 -nan -nan -nan -nan -nan -nan  nan
2.044 -nan -nan -nan -nan -nan -nan  nan
2.046 -nan -nan -nan -nan -nan -nan  nan
2.048 -nan -nan -nan -nan -nan -nan  nan
2.05 -nan -nan -nan -nan -nan -nan  nan
2.052 -nan -nan -nan -nan -nan -nan  nan
2.054 -nan -nan -nan -nan -nan -nan  nan
2.056 -nan -nan -nan -nan -nan -nan  nan
2.058 -nan -nan -nan -nan -nan -nan  nan
2.06 -nan -nan -nan -nan -nan -nan  nan
2.062 -nan -nan -nan -nan -nan -nan  nan
2.064 -nan -nan -nan -nan -nan -nan  nan
2.066 -nan -nan -nan -nan -nan -nan  nan
2.069 -nan -nan -nan -nan -nan -nan  nan
2.07 -nan -nan -nan -nan -nan -nan  nan
2.072 -nan -nan -nan -nan -nan -nan  nan
2.074 -nan -nan -nan -nan -nan -nan  nan
2.076 -nan -nan -nan -nan -nan -nan  nan
2.078 -nan -nan -nan -nan -nan -nan  nan
2.08 -nan -nan -nan -nan -nan -nan  nan
2.082 -nan -nan -nan -nan -nan -nan  nan
2.084 -nan -nan -nan -nan -nan -nan  nan
2.086 -nan -nan -nan -nan -nan -nan  nan
2.088 -nan -nan -nan -nan -nan -nan  nan
2.09 -nan -nan -nan -nan -nan -nan  nan
2.092 -nan -nan -nan -nan -nan -nan  nan
2.094 -nan -nan -nan -nan -nan -nan  nan
2.096 -nan -nan -nan -nan -nan -nan  nan
2.098 -nan -nan -nan -nan -nan -nan  nan
2.1 -nan -nan -nan -nan -nan -nan  nan
2.102 -nan -nan -nan -nan -nan -nan  nan
2.104 -nan -nan -nan -nan -nan -nan  nan
2.106 -nan -nan -nan -nan -nan -nan  nan
2.108 -nan -nan -nan -nan -nan -nan  nan
2.11 -nan -nan -nan -nan -nan -nan  nan
2.112 -nan -nan -nan -nan -nan -nan  nan
2.114 -nan -nan -nan -nan -nan -nan  nan
2.116 -nan -nan -nan -nan -nan -nan  nan
2.118 -nan -nan -nan -nan -nan -nan  nan
2.12 -nan -nan -nan -nan -nan -nan  nan
2.122 -nan -nan -nan -nan -nan -nan  nan
2.124 -nan -nan -nan -nan -nan -nan  nan
2.126 -nan -nan -nan -nan -nan -nan  nan
2.128 -nan -nan -nan -nan -nan -nan  nan
